epoch,acc,iou,loss,lr,precision_4,recall_4,val_acc,val_iou,val_loss,val_precision_4,val_recall_4
0,0.8735226392745972,0.10205014795064926,0.40045788884162903,0.001,0.2508500814437866,0.14177098870277405,0.9143458008766174,0.07235517352819443,0.5462709665298462,0.021621622145175934,1.1687619007716421e-05
1,0.9019474983215332,0.1214619129896164,0.30251696705818176,0.001,0.5071037411689758,0.22372689843177795,0.8193848133087158,0.07593198120594025,0.4565057158470154,0.1768699586391449,0.30074289441108704
2,0.9089933633804321,0.14958512783050537,0.26199260354042053,0.001,0.5610374212265015,0.37090790271759033,0.9037272930145264,0.05421838536858559,0.3439345061779022,0.05930374935269356,0.008352264761924744
3,0.9091504216194153,0.16229093074798584,0.2431313544511795,0.001,0.5679041147232056,0.3396456241607666,0.9062020778656006,0.04234625771641731,0.31545478105545044,0.07057023048400879,0.007816094905138016
4,0.9177055358886719,0.1904449611902237,0.22343041002750397,0.001,0.6326873898506165,0.403058260679245,0.9062634110450745,0.04091298580169678,0.3027072548866272,0.09227554500102997,0.010645960457623005
5,0.9216919541358948,0.21691954135894775,0.21019412577152252,0.001,0.6718476414680481,0.41116631031036377,0.897483229637146,0.10448988527059555,0.28726911544799805,0.30441364645957947,0.1504298895597458
6,0.9235920310020447,0.2355167716741562,0.20083698630332947,0.001,0.6811715960502625,0.432964950799942,0.9142078161239624,0.051248326897621155,0.27705293893814087,0.42001307010650635,0.004691117908805609
7,0.930457592010498,0.27925434708595276,0.18398034572601318,0.001,0.7217478156089783,0.49099498987197876,0.9092244505882263,0.12711986899375916,0.24386781454086304,0.418728232383728,0.1449308544397354
8,0.9345880746841431,0.3045753240585327,0.17299775779247284,0.001,0.7594556212425232,0.5036140084266663,0.9009355902671814,0.19148866832256317,0.2596311569213867,0.4379537105560303,0.5026392340660095
